Data info
File name: T:\Banc_essais\BARRES\1-COMPRESSION\AFF1011-compression-compl�ment\80\essai80-short.dxd
Start time: 02/01/2023 11:47:35.682
Number of channels: 2
Sample rate: 1E6
Store type: toujours rapide


Data1

Time (s),AI 1 (um/m),AI 2 (um/m)
58.313109,26.3855667114258,13.4051675796509
58.313110,-99.6814956665039,-4.41484975814819
58.313111,-114.018539428711,-13.8198585510254
58.313112,-82.378173828125,9.44516372680664
58.313113,-2.28851079940796,13.9001684188843
58.313114,162.340240478516,-2.43484783172607
58.313115,113.396560668945,-15.7998609542847
58.313116,62.9697341918945,19.8401737213135
58.313117,-156.040893554688,2.02015662193298
58.313118,5.62157917022705,-6.88985204696655
58.313119,107.463989257813,-0.94984632730484
58.313120,79.284294128418,12.9101676940918
58.313121,-62.6029510498047,2.51515698432922
58.313122,-105.119682312012,-21.2448654174805
58.313123,104.003326416016,19.8401737213135
58.313124,87.6887664794922,4.00015878677368
58.313125,9.08224391937256,-3.42484879493713
58.313126,-149.61393737793,-9.85985469818115
58.313127,-182.737442016602,18.3551731109619
58.313128,-59.6366653442383,2.51515698432922
58.313129,133.666168212891,-13.3248586654663
58.313130,114.879699707031,4.00015878677368
58.313131,-15.6367883682251,11.4251661300659
58.313132,-152.580230712891,-1.44484686851501
58.313133,-160.490310668945,-19.2648639678955
58.313134,83.7337188720703,8.45516300201416
58.313135,53.5764999389648,-0.94984632730484
58.313136,10.0710048675537,-8.86985397338867
58.313137,-10.198600769043,-9.36485481262207
58.313138,-61.6141891479492,7.96016263961792
58.313139,0.677772998809814,-6.39485168457031
58.313140,-55.6816215515137,-12.3348579406738
58.313141,29.8462314605713,5.4851598739624
58.313142,-5.74917554855347,9.94016456604004
58.313143,15.5091924667358,-11.344856262207
58.313144,-32.9401092529297,-19.7598648071289
58.313145,-40.8502006530762,14.8901691436768
58.313146,-12.6705045700073,0.0401546470820904
58.313147,-26.513162612915,-0.94984632730484
58.313148,40.2282257080078,3.50515794754028
58.313149,63.4641151428223,11.4251661300659
58.313150,9.08224391937256,3.50515794754028
58.313151,-89.2995071411133,-12.3348579406738
58.313152,-109.074729919434,18.3551731109619
58.313153,-78.4231262207031,16.375171661377
58.313154,4.6328182220459,4.49515914916992
58.313155,31.8237533569336,-10.8498563766479
58.313156,81.7561950683594,14.8901691436768
58.313157,-20.0862140655518,7.96016263961792
58.313158,-41.3445816040039,-12.3348579406738
58.313159,-77.9287490844727,1.03015565872192
58.313160,-173.838592529297,14.3951692581177
58.313161,-238.602462768555,-7.38485288619995
58.313162,-48.7602920532227,-23.7198696136475
58.313163,254.295043945313,3.50515794754028
58.313164,82.2505798339844,-2.92984819412231
58.313165,-47.2771492004395,-8.37485408782959
58.313166,-298.916900634766,-5.89985132217407
58.313167,-215.860946655273,2.02015662193298
58.313168,258.744476318359,-2.43484783172607
58.313169,212.272689819336,-21.7398662567139
58.313170,115.374084472656,-4.90985012054443
58.313171,-92.2657852172852,11.920166015625
58.313172,-320.175262451172,-10.3548555374146
58.313173,-315.2314453125,-10.8498563766479
58.313174,30.340612411499,-5.89985132217407
58.313175,212.272689819336,1.52515614032745
58.313176,47.6439323425293,2.51515698432922
58.313177,-83.8613204956055,-10.3548555374146
58.313178,-85.3444595336914,20.3351745605469
58.313179,-99.6814956665039,-0.94984632730484
58.313180,55.059642791748,-12.8298578262329
58.313181,-40.8502006530762,7.46516180038452
58.313182,0.677772998809814,21.8201770782471
58.313183,-34.9176330566406,-6.88985204696655
58.313184,-42.3333435058594,-10.8498563766479
58.313185,10.5653858184814,13.9001684188843
58.313186,-77.9287490844727,0.535155117511749
58.313187,-61.1198081970215,-0.94984632730484
58.313188,20.947380065918,-4.41484975814819
58.313189,-38.3782997131348,16.8701705932617
58.313190,-77.4343719482422,-9.85985469818115
58.313191,-177.793640136719,-17.2848625183105
58.313192,-128.355575561523,7.46516180038452
58.313193,95.5988540649414,0.535155117511749
58.313194,100.048278808594,1.03015565872192
58.313195,-14.6480274200439,-22.7298679351807
58.313196,-40.3558197021484,15.3851699829102
58.313197,-155.052124023438,-6.88985204696655
58.313198,-101.659019470215,-12.8298578262329
58.313199,-28.4906845092773,0.535155117511749
58.313200,116.362846374512,16.375171661377
58.313201,54.0708808898926,-6.88985204696655
58.313202,-55.6816215515137,-22.2348670959473
58.313203,39.2394638061523,11.4251661300659
58.313204,-11.1873626708984,2.02015662193298
58.313205,-91.7714080810547,6.97016143798828
58.313206,-144.175750732422,-14.8098602294922
58.313207,25.891185760498,14.8901691436768
58.313208,105.486465454102,3.50515794754028
58.313209,-54.6928596496582,-8.37485408782959
58.313210,-58.1535224914551,13.4051675796509
58.313211,-51.2321929931641,4.99015951156616
58.313212,-51.7265739440918,-2.92984819412231
58.313213,-26.513162612915,-24.2148685455322
58.313214,49.6214561462402,12.4151668548584
58.313215,5.62157917022705,-1.93984735012054
58.313216,3.64405679702759,3.01015758514404
58.313217,-152.085845947266,-15.7998609542847
58.313218,55.059642791748,10.9301652908325
58.313219,-2.78289151191711,-0.94984632730484
58.313220,-37.3895378112793,-21.2448654174805
58.313221,-36.4007759094238,7.46516180038452
58.313222,-124.894912719727,2.51515698432922
58.313223,-37.3895378112793,4.99015951156616
58.313224,34.2956581115723,-18.7698631286621
58.313225,70.3854446411133,13.4051675796509
58.313226,-22.5581169128418,-0.94984632730484
58.313227,-57.6591415405273,-5.89985132217407
58.313228,-102.64778137207,8.95016384124756
58.313229,47.6439323425293,14.3951692581177
58.313230,3.64405679702759,4.00015878677368
58.313231,19.9586181640625,-16.2948608398438
58.313232,-7.23231744766235,12.9101676940918
58.313233,-38.8726768493652,11.4251661300659
58.313234,-17.6143112182617,5.4851598739624
58.313235,-110.063491821289,-9.85985469818115
58.313236,-17.119930267334,12.9101676940918
58.313237,-73.9737014770508,0.535155117511749
58.313238,-88.8051223754883,-17.7798633575439
58.313239,-45.7940063476563,5.9801607131958
58.313240,-27.9963035583496,12.9101676940918
58.313241,-27.5019245147705,-3.42484879493713
58.313242,-57.6591415405273,-21.2448654174805
58.313243,-145.658889770508,0.535155117511749
58.313244,-55.1872406005859,-2.43484783172607
58.313245,-30.9625873565674,-10.3548555374146
58.313246,-96.220832824707,-14.8098602294922
58.313247,-76.4456100463867,5.9801607131958
58.313248,-64.0860900878906,-7.38485288619995
58.313249,-47.2771492004395,-21.2448654174805
58.313250,55.059642791748,-4.90985012054443
58.313251,28.8574695587158,-3.42484879493713
58.313252,26.8799476623535,-22.2348670959473
58.313253,86.7000045776367,-35.5998802185059
58.313254,127.239219665527,-32.6298789978027
58.313255,204.856979370117,-44.0148887634277
58.313256,301.755584716797,-73.2199172973633
58.313257,391.732849121094,-96.4849395751953
58.313258,643.372619628906,-106.384948730469
58.313259,575.148071289063,-160.835006713867
58.313260,707.147705078125,-212.315048217773
58.313261,816.405822753906,-240.530075073242
58.313262,932.585266113281,-287.555114746094
58.313263,1125.39367675781,-359.8251953125
58.313264,1191.14636230469,-414.770263671875
58.313265,1394.33679199219,-435.065277099609
58.313266,1478.87585449219,-497.435333251953
58.313267,1702.3359375,-530.600341796875
58.313268,1795.77392578125,-547.925415039063
58.313269,1987.09924316406,-538.520385742188
58.313270,1880.31298828125,-549.410400390625
58.313271,1900.08825683594,-548.915405273438
58.313272,1970.29028320313,-499.910339355469
58.313273,2127.99755859375,-484.0703125
58.313274,2311.41284179688,-475.160308837891
58.313275,2237.75024414063,-472.685302734375
58.313276,2262.46923828125,-437.540283203125
58.313277,2145.30102539063,-453.380279541016
58.313278,2103.27856445313,-478.625305175781
58.313279,2154.6943359375,-475.160308837891
58.313280,2003.90808105469,-488.525329589844
58.313281,1860.53771972656,-513.275329589844
58.313282,1862.02087402344,-531.590393066406
58.313283,1955.45886230469,-495.950347900391
58.313284,2015.27893066406,-489.020324707031
58.313285,1969.7958984375,-485.555328369141
58.313286,1853.61645507813,-483.575317382813
58.313287,1950.51501464844,-449.420288085938
58.313288,1993.03173828125,-462.785308837891
58.313289,2247.6376953125,-479.615325927734
58.313290,2333.16552734375,-467.240295410156
58.313291,2246.64892578125,-481.100311279297
58.313292,2344.0419921875,-512.285339355469
58.313293,2320.80615234375,-539.015380859375
58.313294,2335.14306640625,-525.650390625
58.313295,2204.13232421875,-534.065368652344
58.313296,1906.02075195313,-530.600341796875
58.313297,1712.22351074219,-526.145385742188
58.313298,1753.25720214844,-498.920349121094
58.313299,1817.0322265625,-504.365356445313
58.313300,1939.14428710938,-524.165344238281
58.313301,1934.69482421875,-507.830352783203
58.313302,1862.02087402344,-509.315338134766
58.313303,1999.953125,-525.155334472656
58.313304,2105.75048828125,-532.085388183594
58.313305,2208.58178710938,-494.960327148438
58.313306,2147.27856445313,-502.880340576172
58.313307,2103.27856445313,-507.335357666016
58.313308,2078.5595703125,-493.475341796875
58.313309,2092.40234375,-493.475341796875
58.313310,2071.63818359375,-527.135375976563
58.313311,2011.81823730469,-546.935363769531
58.313312,1899.09948730469,-524.165344238281
58.313313,1846.20068359375,-536.540344238281
58.313314,1941.6162109375,-534.560363769531
58.313315,2089.43603515625,-537.035400390625
58.313316,2234.28955078125,-504.8603515625
58.313317,2170.51440429688,-499.910339355469
58.313318,2079.54833984375,-507.830352783203
58.313319,2132.44702148438,-483.575317382813
58.313320,2136.896484375,-473.180297851563
58.313321,2079.05395507813,-485.555328369141
58.313322,1981.16662597656,-480.110321044922
58.313323,1860.53771972656,-429.125274658203
58.313324,1875.369140625,-400.910247802734
58.313325,1935.18920898438,-374.180206298828
58.313326,1945.57116699219,-347.4501953125
58.313327,2045.43615722656,-292.505126953125
58.313328,2041.97546386719,-280.625122070313
58.313329,2127.50341796875,-276.665130615234
58.313330,2349.974609375,-243.500091552734
58.313331,2524.9853515625,-225.680068969727
58.313332,2414.73852539063,-224.195068359375
58.313333,2277.794921875,-221.720062255859
58.313334,2213.03125,-182.615020751953
58.313335,2197.70532226563,-187.565032958984
58.313336,2171.99755859375,-200.930038452148
58.313337,2127.99755859375,-212.315048217773
58.313338,2194.24462890625,-209.840057373047
58.313339,2235.2783203125,-247.460083007813
58.313340,2353.9296875,-259.835113525391
58.313341,2444.4013671875,-244.985092163086
58.313342,2370.73852539063,-257.360107421875
58.313343,2336.1318359375,-273.200103759766
58.313344,2297.07592773438,-291.020141601563
58.313345,2305.48022460938,-268.7451171875
58.313346,2279.27807617188,-292.010131835938
58.313347,2200.67163085938,-321.710174560547
58.313348,2185.84033203125,-317.255157470703
58.313349,2167.0537109375,-315.275146484375
58.313350,2180.896484375,-342.005187988281
58.313351,2272.35693359375,-354.380187988281
58.313352,2309.43530273438,-334.085174560547
58.313353,2269.390625,-342.995178222656
58.313354,2253.07592773438,-362.300201416016
58.313355,2255.5478515625,-393.485229492188
58.313356,2283.23315429688,-380.120208740234
58.313357,2239.72778320313,-400.415252685547
58.313358,2117.12133789063,-414.275268554688
58.313359,2110.6943359375,-388.040222167969
58.313360,2153.21118164063,-376.160217285156
58.313361,2215.99731445313,-403.38525390625
58.313362,2271.86254882813,-411.800262451172
58.313363,2268.89624023438,-401.405242919922
58.313364,2210.06494140625,-417.245269775391
58.313365,2184.35717773438,-428.630279541016
58.313366,2119.59326171875,-454.865295410156
58.313367,2170.51440429688,-438.5302734375
58.313368,2077.57080078125,-465.755310058594
58.313369,2055.81811523438,-481.595306396484
58.313370,2119.09887695313,-470.705322265625
58.313371,2149.75048828125,-486.050323486328
58.313372,2164.58178710938,-492.980346679688
58.313373,2153.70556640625,-528.620361328125
58.313374,2197.2109375,-507.830352783203
58.313375,2174.46948242188,-529.115356445313
58.313376,2147.77294921875,-544.460388183594
58.313377,2063.72827148438,-556.340393066406
58.313378,2091.90795898438,-544.460388183594
58.313379,2004.89685058594,-588.020446777344
58.313380,1969.30151367188,-600.395446777344
58.313381,2072.626953125,-574.655395507813
58.313382,2087.45849609375,-582.575439453125
58.313383,2110.6943359375,-578.615417480469
58.313384,2067.68334960938,-600.890441894531
58.313385,2083.99780273438,-562.775390625
58.313386,2016.26770019531,-579.110412597656
58.313387,1979.18908691406,-599.405456542969
58.313388,1950.51501464844,-580.595397949219
58.313389,2024.177734375,-590.990417480469
58.313390,2025.16650390625,-588.020446777344
58.313391,1984.62731933594,-612.770446777344
58.313392,2049.88549804688,-588.020446777344
58.313393,2024.177734375,-590.000427246094
58.313394,2106.7392578125,-599.405456542969
58.313395,2061.25634765625,-608.810424804688
58.313396,2048.40234375,-597.92041015625
58.313397,1996.49243164063,-624.155456542969
58.313398,1867.95349121094,-630.590454101563
58.313399,1933.7060546875,-602.375427246094
58.313400,1958.91955566406,-612.275451660156
58.313401,1963.36889648438,-625.640441894531
58.313402,1850.15576171875,-647.420471191406
58.313403,2021.21142578125,-634.550476074219
58.313404,1965.8408203125,-659.300476074219
58.313405,1990.55981445313,-681.080505371094
58.313406,1887.72863769531,-690.485534667969
58.313407,1833.84118652344,-675.635498046875
58.313408,1803.68395996094,-701.375549316406
58.313409,1782.42565917969,-711.770568847656
58.313410,1857.57141113281,-697.910522460938
58.313411,1820.49291992188,-694.445556640625
58.313412,1753.25720214844,-712.760559082031
58.313413,1681.57189941406,-728.105590820313
58.313414,1696.4033203125,-703.850524902344
58.313415,1560.44873046875,-696.425537109375
58.313416,1471.95458984375,-707.315551757813
58.313417,1324.134765625,-686.525512695313
58.313418,1211.91040039063,-660.785522460938
58.313419,1122.921875,-656.825500488281
58.313420,1041.34899902344,-650.390502929688
58.313421,967.686340332031,-606.830444335938
58.313422,839.147338867188,-575.645385742188
58.313423,599.372741699219,-560.79541015625
58.313424,457.485473632813,-520.205383300781
58.313425,343.777954101563,-451.895294189453
58.313426,171.733474731445,-426.1552734375
58.313427,81.2618179321289,-373.685211181641
58.313428,-65.0748519897461,-301.415130615234
58.313429,-147.142044067383,-219.74006652832
58.313430,-179.276779174805,-163.80500793457
58.313431,-231.186752319336,-102.424949645996
58.313432,-204.984573364258,-14.3148593902588
58.313433,-265.793395996094,40.6301956176758
58.313434,-322.647155761719,64.8852157592773
58.313435,-319.186492919922,91.120246887207
58.313436,-169.389175415039,118.840270996094
58.313437,-110.063491821289,99.0402526855469
58.313438,42.2057456970215,68.3502197265625
58.313439,45.1720314025879,43.6001968383789
58.313440,141.576263427734,25.780179977417
58.313441,238.96923828125,-43.519889831543
58.313442,209.306411743164,-96.9799423217773
58.313443,240.946762084961,-91.5349349975586
58.313444,137.126831054688,-126.679969787598
58.313445,84.2281036376953,-136.579986572266
58.313446,27.8687076568604,-128.164978027344
58.313447,41.216983795166,-92.0299377441406
58.313448,-17.6143112182617,-86.5849304199219
58.313449,-1.29974961280823,-67.7749099731445
58.313450,-75.9512252807617,-37.5798835754395
58.313451,-95.2320709228516,-23.2248687744141
58.313452,-130.333099365234,-36.5898818969727
58.313453,-172.355453491211,-50.944896697998
58.313454,-118.467964172363,-24.2148685455322
58.313455,-66.557991027832,-47.9748916625977
58.313456,-39.367057800293,-45.9948921203613
58.313457,5.12719869613647,-35.1048812866211
58.313458,82.7449569702148,-7.38485288619995
58.313459,157.890823364258,-25.204870223999
58.313460,198.924407958984,-55.8949012756348
58.313461,209.306411743164,-22.2348670959473
58.313462,200.901931762695,-49.9548950195313
